time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-23 00:00:00+00:00,143,67,18,10
2026-05-24 00:00:00+00:00,215,58,12,10
2026-05-25 00:00:00+00:00,1805,252,18,15
2026-05-26 00:00:00+00:00,12766,330,19,10
2026-05-27 00:00:00+00:00,11793,627,7,7
2026-05-28 00:00:00+00:00,4680,407,36,11
2026-05-29 00:00:00+00:00,155,46,37,17
2026-05-30 00:00:00+00:00,212,70,30,26
2026-05-31 00:00:00+00:00,271,114,17,17
2026-06-01 00:00:00+00:00,548,98,12,11
2026-06-02 00:00:00+00:00,209,77,4,4
2026-06-03 00:00:00+00:00,165,76,9,8
2026-06-04 00:00:00+00:00,2371,115,9,7
2026-06-05 00:00:00+00:00,1286,149,19,14
