time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-08 00:00:00+00:00,104.0,10.0,27,15
2024-11-09 00:00:00+00:00,24.0,11.0,25,6
2024-11-10 00:00:00+00:00,3.0,3.0,13,9
2024-11-11 00:00:00+00:00,2654.0,33.0,507,25
2024-11-12 00:00:00+00:00,341.0,15.0,121,40
2024-11-13 00:00:00+00:00,52.0,5.0,95,22
2024-11-14 00:00:00+00:00,,,56,31
2024-11-15 00:00:00+00:00,7.0,4.0,44,22
2024-11-16 00:00:00+00:00,6.0,4.0,52,13
2024-11-17 00:00:00+00:00,111.0,7.0,42,14
2024-11-18 00:00:00+00:00,36.0,5.0,64,28
2024-11-19 00:00:00+00:00,1.0,1.0,53,21
2024-11-20 00:00:00+00:00,51.0,10.0,74,24
2024-11-21 00:00:00+00:00,25.0,9.0,107,31
