time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-14 00:00:00+00:00,194,45,30,11
2025-02-15 00:00:00+00:00,81,16,13,8
2025-02-16 00:00:00+00:00,217,26,3,3
2025-02-17 00:00:00+00:00,40,13,24,15
2025-02-18 00:00:00+00:00,90,36,45,15
2025-02-19 00:00:00+00:00,154,54,102,24
2025-02-20 00:00:00+00:00,76,48,112,10
2025-02-21 00:00:00+00:00,108,47,94,20
2025-02-22 00:00:00+00:00,128,49,55,5
2025-02-23 00:00:00+00:00,174,69,69,14
2025-02-24 00:00:00+00:00,288,74,120,25
2025-02-25 00:00:00+00:00,63,43,109,16
2025-02-26 00:00:00+00:00,155,59,78,26
2025-02-27 00:00:00+00:00,164,61,49,15
