time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-18 00:00:00+00:00,211,60,19,18
2026-04-19 00:00:00+00:00,117,47,6,6
2026-04-20 00:00:00+00:00,1408,62,14,10
2026-04-21 00:00:00+00:00,347,97,87,29
2026-04-22 00:00:00+00:00,184,72,16,15
2026-04-23 00:00:00+00:00,336,103,30,15
2026-04-24 00:00:00+00:00,262,95,22,16
2026-04-25 00:00:00+00:00,390,96,10,8
2026-04-26 00:00:00+00:00,124,36,10,8
2026-04-27 00:00:00+00:00,54,26,7,6
2026-04-28 00:00:00+00:00,27,13,4,3
2026-04-29 00:00:00+00:00,71,28,23,14
2026-04-30 00:00:00+00:00,283,34,20,13
2026-05-01 00:00:00+00:00,185,38,21,13
