url_path,views_total,views_unique
/keptn/lifecycle-toolkit,155,124
/keptn/lifecycle-toolkit/tree/main/metrics-operator,24,7
/keptn/lifecycle-toolkit/issues/3727,10,6
/keptn/lifecycle-toolkit/tree/main/examples,9,7
/keptn/lifecycle-toolkit/tree/main/examples/sample-app,9,4
/keptn/lifecycle-toolkit/issues,8,5
/keptn/lifecycle-toolkit/tree/main,8,4
/keptn/lifecycle-toolkit/tree/main/metrics-operator/controllers/common/providers,8,4
/keptn/lifecycle-toolkit/tree/main/dashboards/grafana,8,3
/keptn/lifecycle-toolkit/pulls,7,5
