time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-29 00:00:00+00:00,130,71,134,18
2025-05-30 00:00:00+00:00,223,64,143,17
2025-05-31 00:00:00+00:00,264,87,4,3
2025-06-01 00:00:00+00:00,154,70,17,6
2025-06-02 00:00:00+00:00,278,92,196,21
2025-06-03 00:00:00+00:00,165,73,128,21
2025-06-04 00:00:00+00:00,101,49,128,22
2025-06-05 00:00:00+00:00,97,51,56,17
2025-06-06 00:00:00+00:00,178,47,37,18
2025-06-07 00:00:00+00:00,222,60,23,4
2025-06-08 00:00:00+00:00,173,64,9,4
2025-06-09 00:00:00+00:00,109,47,17,10
2025-06-10 00:00:00+00:00,52,19,88,19
2025-06-11 00:00:00+00:00,77,47,102,20
