time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-28 00:00:00+00:00,645,103,326,41
2024-03-29 00:00:00+00:00,1269,131,324,33
2024-03-30 00:00:00+00:00,180,52,56,12
2024-03-31 00:00:00+00:00,170,54,132,24
2024-04-01 00:00:00+00:00,170,53,142,40
2024-04-02 00:00:00+00:00,2470,206,580,49
2024-04-03 00:00:00+00:00,850,100,606,62
2024-04-04 00:00:00+00:00,992,100,509,39
2024-04-05 00:00:00+00:00,1074,103,284,37
2024-04-06 00:00:00+00:00,234,32,73,16
2024-04-07 00:00:00+00:00,135,19,42,18
2024-04-08 00:00:00+00:00,363,29,294,33
2024-04-09 00:00:00+00:00,1445,100,265,29
2024-04-10 00:00:00+00:00,978,71,423,42
