time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-20 00:00:00+00:00,112,42,75,69
2026-08-21 00:00:00+00:00,166,52,25,18
2026-08-22 00:00:00+00:00,216,43,35,33
2026-08-23 00:00:00+00:00,341,167,53,46
2026-08-24 00:00:00+00:00,223,80,46,42
2026-08-25 00:00:00+00:00,85,66,61,37
2026-08-26 00:00:00+00:00,576,53,38,35
2026-08-27 00:00:00+00:00,778,213,50,37
2026-08-28 00:00:00+00:00,439,57,13,13
2026-08-29 00:00:00+00:00,596,119,29,28
2026-08-30 00:00:00+00:00,723,154,16,14
2026-08-31 00:00:00+00:00,1077,182,15,14
2026-09-01 00:00:00+00:00,264,65,33,28
2026-09-02 00:00:00+00:00,8545,115,5,3
