time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-01 00:00:00+00:00,269,96,20,6
2024-06-02 00:00:00+00:00,118,61,50,7
2024-06-03 00:00:00+00:00,356,156,373,31
2024-06-04 00:00:00+00:00,1167,137,266,21
2024-06-05 00:00:00+00:00,30,14,169,21
2024-06-06 00:00:00+00:00,74,20,82,22
2024-06-07 00:00:00+00:00,119,22,256,20
2024-06-08 00:00:00+00:00,69,16,15,2
2024-06-09 00:00:00+00:00,71,17,6,6
2024-06-10 00:00:00+00:00,52,13,143,19
2024-06-11 00:00:00+00:00,870,66,197,51
2024-06-12 00:00:00+00:00,41,14,50,25
2024-06-13 00:00:00+00:00,1769,119,107,21
2024-06-14 00:00:00+00:00,175,23,119,19
