time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-19 00:00:00+00:00,106,45,26,8
2026-02-20 00:00:00+00:00,73,26,19,13
2026-02-21 00:00:00+00:00,94,64,11,8
2026-02-22 00:00:00+00:00,53,35,3,2
2026-02-23 00:00:00+00:00,1182,49,10,7
2026-02-24 00:00:00+00:00,52,33,7,6
2026-02-25 00:00:00+00:00,36,17,3,3
2026-02-26 00:00:00+00:00,185,43,10,6
2026-02-27 00:00:00+00:00,103,29,12,5
2026-02-28 00:00:00+00:00,207,37,0,0
2026-03-01 00:00:00+00:00,33,18,6,5
2026-03-02 00:00:00+00:00,81,33,3,3
2026-03-03 00:00:00+00:00,287,65,49,14
2026-03-04 00:00:00+00:00,238,69,14,8
