time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-12 00:00:00+00:00,54,27,106,12
2026-01-13 00:00:00+00:00,226,47,27,15
2026-01-14 00:00:00+00:00,58,29,70,61
2026-01-15 00:00:00+00:00,130,37,39,30
2026-01-16 00:00:00+00:00,134,38,66,19
2026-01-17 00:00:00+00:00,53,36,62,21
2026-01-18 00:00:00+00:00,138,47,25,16
2026-01-19 00:00:00+00:00,85,37,46,23
2026-01-20 00:00:00+00:00,50,24,52,14
2026-01-21 00:00:00+00:00,42,24,30,19
2026-01-22 00:00:00+00:00,72,28,19,14
2026-01-23 00:00:00+00:00,190,43,23,15
2026-01-24 00:00:00+00:00,264,45,9,8
2026-01-25 00:00:00+00:00,85,27,4,4
