url_path,views_total,views_unique
/keptn/lifecycle-toolkit,173,128
/keptn/lifecycle-toolkit/issues,24,9
/keptn/lifecycle-toolkit/tree/main/examples/sample-app,21,9
/keptn/lifecycle-toolkit/tree/main/examples/sample-app/base,15,4
/keptn/lifecycle-toolkit/tree/main/examples/sample-app/version-2,9,4
/keptn/lifecycle-toolkit/blob/main/examples/sample-app/version-2/app-pre-deploy.yaml,8,5
/keptn/lifecycle-toolkit/issues/2262,8,1
/keptn/lifecycle-toolkit/tree/main/examples,7,6
/keptn/lifecycle-toolkit/pulls,7,5
/keptn/lifecycle-toolkit/blob/main/examples/sample-app/base/appcontext.yaml,6,4
