time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-25 00:00:00+00:00,1,1,21,11
2024-08-26 00:00:00+00:00,2809,29,481,28
2024-08-27 00:00:00+00:00,1699,26,608,33
2024-08-28 00:00:00+00:00,5,3,105,22
2024-08-29 00:00:00+00:00,27,7,69,26
2024-08-30 00:00:00+00:00,59,7,151,21
2024-08-31 00:00:00+00:00,23,6,146,6
2024-09-01 00:00:00+00:00,61,6,13,5
2024-09-02 00:00:00+00:00,50,9,175,22
2024-09-03 00:00:00+00:00,29,7,133,29
2024-09-04 00:00:00+00:00,410,11,147,24
2024-09-05 00:00:00+00:00,835,10,100,25
2024-09-06 00:00:00+00:00,25,7,81,23
2024-09-07 00:00:00+00:00,1,1,9,4
