time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-11 00:00:00+00:00,79,27,36,24
2025-12-12 00:00:00+00:00,230,33,47,12
2025-12-13 00:00:00+00:00,129,33,24,8
2025-12-14 00:00:00+00:00,59,22,15,6
2025-12-15 00:00:00+00:00,282,49,50,14
2025-12-16 00:00:00+00:00,77,19,22,12
2025-12-17 00:00:00+00:00,56,26,29,19
2025-12-18 00:00:00+00:00,133,43,40,21
2025-12-19 00:00:00+00:00,169,34,128,24
2025-12-20 00:00:00+00:00,112,39,18,17
2025-12-21 00:00:00+00:00,111,36,13,11
2025-12-22 00:00:00+00:00,109,24,24,21
2025-12-23 00:00:00+00:00,89,30,19,18
2025-12-24 00:00:00+00:00,32,14,11,11
