url_path,views_total,views_unique
/keptn/lifecycle-toolkit,292,168
/keptn/lifecycle-toolkit/pull/3581,55,20
/keptn/lifecycle-toolkit/tree/main/examples,55,11
/keptn/lifecycle-toolkit/tree/main/examples/support,50,4
/keptn/lifecycle-toolkit/tree/main/examples/sample-app,47,11
/keptn/lifecycle-toolkit/issues,43,18
/keptn/lifecycle-toolkit/tree/main/lifecycle-operator,37,8
/keptn/lifecycle-toolkit/tree/main/examples/sample-app/base,32,6
/keptn/lifecycle-toolkit/pulls,25,9
/keptn/lifecycle-toolkit/tree/main/examples/support/observability,24,4
