url_path,views_total,views_unique
/keptn/lifecycle-toolkit,208,146
/keptn/lifecycle-toolkit/issues,49,23
/keptn/lifecycle-toolkit/pull/3906,25,11
/keptn/lifecycle-toolkit/tree/main/examples/sample-app,17,10
/keptn/lifecycle-toolkit/pulls,11,9
/keptn/lifecycle-toolkit/blob/main/lifecycle-operator/chart/README.md,11,5
/keptn/lifecycle-toolkit/issues/3717,11,4
/keptn/lifecycle-toolkit/pull/3904,10,5
/keptn/lifecycle-toolkit/blob/main/examples/sample-app/README.md,10,3
/keptn/lifecycle-toolkit/issues/3356,8,6
