time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-11 00:00:00+00:00,35,9,11,9
2025-01-12 00:00:00+00:00,48,8,19,12
2025-01-13 00:00:00+00:00,45,8,23,20
2025-01-14 00:00:00+00:00,5,3,76,23
2025-01-15 00:00:00+00:00,4,3,60,21
2025-01-16 00:00:00+00:00,47,6,38,16
2025-01-17 00:00:00+00:00,5,5,88,20
2025-01-18 00:00:00+00:00,35,9,3,3
2025-01-19 00:00:00+00:00,101,9,9,6
2025-01-20 00:00:00+00:00,34,8,69,27
2025-01-21 00:00:00+00:00,29,6,112,23
2025-01-22 00:00:00+00:00,4,3,56,18
2025-01-23 00:00:00+00:00,5,5,46,19
2025-01-24 00:00:00+00:00,2,2,16,12
