time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-27 00:00:00+00:00,261,76,22,12
2025-09-28 00:00:00+00:00,164,53,8,8
2025-09-29 00:00:00+00:00,173,68,61,26
2025-09-30 00:00:00+00:00,136,70,25,18
2025-10-01 00:00:00+00:00,106,64,21,14
2025-10-02 00:00:00+00:00,155,66,52,20
2025-10-03 00:00:00+00:00,227,50,43,18
2025-10-04 00:00:00+00:00,216,60,16,9
2025-10-05 00:00:00+00:00,125,38,42,11
2025-10-06 00:00:00+00:00,193,33,19,14
2025-10-07 00:00:00+00:00,74,38,24,18
2025-10-08 00:00:00+00:00,154,95,23,15
2025-10-09 00:00:00+00:00,186,97,26,13
2025-10-10 00:00:00+00:00,334,100,10,8
