time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-03 00:00:00+00:00,49,27,19,15
2026-01-04 00:00:00+00:00,78,54,21,21
2026-01-05 00:00:00+00:00,62,35,25,13
2026-01-06 00:00:00+00:00,59,38,40,18
2026-01-07 00:00:00+00:00,49,25,23,18
2026-01-08 00:00:00+00:00,70,25,41,19
2026-01-09 00:00:00+00:00,35,24,14,11
2026-01-10 00:00:00+00:00,79,30,43,22
2026-01-11 00:00:00+00:00,131,38,12,12
2026-01-12 00:00:00+00:00,54,27,106,12
2026-01-13 00:00:00+00:00,226,47,27,15
2026-01-14 00:00:00+00:00,58,29,70,61
2026-01-15 00:00:00+00:00,130,37,39,30
2026-01-16 00:00:00+00:00,134,38,66,19
