url_path,views_total,views_unique
/keptn/lifecycle-toolkit,129,92
/keptn/lifecycle-toolkit/tree/main/examples/sample-app,16,3
/keptn/lifecycle-toolkit/issues,15,10
/keptn/lifecycle-toolkit/tree/main/chart,15,9
/keptn/lifecycle-toolkit/tree/main/examples/sample-app/version-1,13,2
/keptn/lifecycle-toolkit/tree/main,12,5
/keptn/lifecycle-toolkit/issues/2171,11,4
/keptn/lifecycle-toolkit/tree/main/lifecycle-operator,10,5
/keptn/lifecycle-toolkit/tree/main/lifecycle-operator/chart,9,4
/keptn/lifecycle-toolkit/tree/main/examples/sample-app/base,8,2
